id,user,movie,rating
3346_3811,3346,3811,3
4889_745,4889,745,5
4482_1952,4482,1952,4
4600_879,4600,879,3
5879_647,5879,647,3
3847_551,3847,551,1
4508_2361,4508,2361,4
5426_2571,5426,2571,4
5025_446,5025,446,5
4568_3155,4568,3155,3
5397_858,5397,858,5
4808_266,4808,266,4
3402_2932,3402,2932,3
3745_1093,3745,1093,2
5535_2138,5535,2138,4
4995_1639,4995,1639,5
3833_19,3833,19,2
5375_1175,5375,1175,4
5744_799,5744,799,4
5026_1302,5026,1302,5
3054_590,3054,590,3
6015_2294,6015,2294,3
5268_172,5268,172,1
4942_2407,4942,2407,4
4553_2501,4553,2501,2
2818_3361,2818,3361,4
4928_506,4928,506,2
3208_780,3208,780,4
5976_1958,5976,1958,5
3361_736,3361,736,3
5323_1288,5323,1288,5
4048_2032,4048,2032,4
3948_2078,3948,2078,4
4101_1200,4101,1200,3
4909_3185,4909,3185,3
4887_356,4887,356,4
5134_2640,5134,2640,3
3769_3394,3769,3394,3
3277_3742,3277,3742,3
5795_2273,5795,2273,1
3437_2081,3437,2081,5
5090_2174,5090,2174,5
4585_1377,4585,1377,4
4577_1702,4577,1702,3
3138_2012,3138,2012,5
5103_2490,5103,2490,3
4051_1956,4051,1956,2
5035_186,5035,186,3
4621_1366,4621,1366,3
3148_1256,3148,1256,4
4655_1225,4655,1225,4
5306_1214,5306,1214,5
3182_2146,3182,2146,3
5671_2028,5671,2028,5
4715_784,4715,784,4
4736_104,4736,104,3
3716_996,3716,996,5
3669_434,3669,434,1
3032_3063,3032,3063,3
5550_1831,5550,1831,2
5451_3418,5451,3418,4
3371_3174,3371,3174,5
3018_3424,3018,3424,4
3698_367,3698,367,1
3362_1732,3362,1732,3
4043_3052,4043,3052,4
3536_1090,3536,1090,4
3121_1592,3121,1592,1
5083_1668,5083,1668,2
4101_2167,4101,2167,5
3311_1393,3311,1393,3
3128_1897,3128,1897,4
3526_1599,3526,1599,1
4380_3176,4380,3176,4
4474_2000,4474,2000,5
5186_2916,5186,2916,4
4812_3764,4812,3764,3
3992_2985,3992,2985,4
3807_2026,3807,2026,4
3312_538,3312,538,5
3626_3753,3626,3753,5
4013_1097,4013,1097,4
5268_504,5268,504,1
5956_2572,5956,2572,2
4474_1221,4474,1221,5
4041_327,4041,327,4
4771_3342,4771,3342,4
4014_1379,4014,1379,4
3114_2692,3114,2692,5
4901_2118,4901,2118,4
4388_150,4388,150,4
5011_1921,5011,1921,5
4134_1953,4134,1953,4
3811_2871,3811,2871,4
5550_3705,5550,3705,4
3380_2987,3380,2987,5
5599_3409,5599,3409,1
5273_3037,5273,3037,5
4033_2467,4033,2467,5
4916_357,4916,357,3
3491_3015,3491,3015,4
5099_1974,5099,1974,5
4865_21,4865,21,2
3736_2514,3736,2514,2
2901_3681,2901,3681,5
5880_1196,5880,1196,5
5837_2788,5837,2788,4
5267_3189,5267,3189,4
4965_1562,4965,1562,1
4375_174,4375,174,4
4094_1358,4094,1358,5
4771_2087,4771,2087,5
3285_788,3285,788,2
5227_1917,5227,1917,5
4361_661,4361,661,4
5278_1702,5278,1702,1
5271_708,5271,708,2
3976_1288,3976,1288,4
3169_1690,3169,1690,5
3311_2581,3311,2581,3
2929_3089,2929,3089,5
5524_1016,5524,1016,4
2928_1059,2928,1059,5
3393_801,3393,801,2
2972_2699,2972,2699,3
5227_662,5227,662,5
4425_485,4425,485,3
4611_2628,4611,2628,3
5770_3098,5770,3098,5
4682_912,4682,912,4
5790_597,5790,597,5
2890_1748,2890,1748,5
5463_1179,5463,1179,4
3374_1198,3374,1198,4
3624_594,3624,594,4
5504_3037,5504,3037,5
3189_376,3189,376,3
3032_3587,3032,3587,5
5555_3113,5555,3113,4
5831_2340,5831,2340,3
5268_1391,5268,1391,5
5499_150,5499,150,5
5527_1961,5527,1961,5
5538_2654,5538,2654,4
3519_1353,3519,1353,1
3605_489,3605,489,4
3110_50,3110,50,4
3618_3256,3618,3256,4
5795_1009,5795,1009,4
5511_22,5511,22,3
4233_2699,4233,2699,2
5831_2496,5831,2496,4
2900_2353,2900,2353,4
5048_2469,5048,2469,4
5913_457,5913,457,4
5181_3114,5181,3114,4
4305_1206,4305,1206,4
3592_1393,3592,1393,4
3520_3429,3520,3429,4
5947_1301,5947,1301,5
5483_3707,5483,3707,3
3760_1129,3760,1129,3
5514_1644,5514,1644,4
5718_1500,5718,1500,4
3271_1079,3271,1079,5
5251_21,5251,21,4
3691_2692,3691,2692,5
3432_2413,3432,2413,2
3231_2076,3231,2076,4
2955_1215,2955,1215,2
3705_912,3705,912,4
3008_111,3008,111,2
4927_1370,4927,1370,4
5956_1240,5956,1240,4
4352_3791,4352,3791,3
4943_1097,4943,1097,4
5223_1270,5223,1270,3
5597_529,5597,529,1
4898_190,4898,190,4
4887_2746,4887,2746,3
3042_534,3042,534,4
4904_2336,4904,2336,5
5889_2396,5889,2396,5
5505_1032,5505,1032,3
3217_1280,3217,1280,5
4238_2404,4238,2404,2
4327_2408,4327,2408,4
5422_2145,5422,2145,4
3827_368,3827,368,5
3989_3707,3989,3707,3
3853_1,3853,1,5
3256_2770,3256,2770,2
2934_203,2934,203,3
3433_364,3433,364,5
4361_1029,4361,1029,3
3721_3266,3721,3266,5
4271_2313,4271,2313,2
5837_1665,5837,1665,4
5776_610,5776,610,3
4705_1188,4705,1188,4
3556_1356,3556,1356,3
5811_818,5811,818,5
3128_3489,3128,3489,1
3822_1125,3822,1125,1
4286_922,4286,922,4
5453_2028,5453,2028,5
3436_2922,3436,2922,4
3850_222,3850,222,3
5684_170,5684,170,1
3462_1954,3462,1954,3
3080_2542,3080,2542,3
5485_924,5485,924,4
5853_788,5853,788,1
5563_3108,5563,3108,3
5747_1103,5747,1103,4
4391_2123,4391,2123,4
4484_1969,4484,1969,1
4133_3108,4133,3108,4
4629_3512,4629,3512,3
2901_1092,2901,1092,4
5556_1535,5556,1535,3
3519_193,3519,193,3
5831_504,5831,504,4
6001_3389,6001,3389,3
5001_951,5001,951,4
5323_1256,5323,1256,5
5643_1278,5643,1278,5
3626_1971,3626,1971,4
4041_2693,4041,2693,2
4344_3038,4344,3038,5
3018_2518,3018,2518,4
5517_2565,5517,2565,4
3261_2318,3261,2318,3
4643_1719,4643,1719,4
4422_3175,4422,3175,3
3423_1222,3423,1222,5
4077_3489,4077,3489,3
3651_373,3651,373,5
4572_700,4572,700,3
5888_1688,5888,1688,4
3892_1193,3892,1193,4
6000_3441,6000,3441,4
4678_2694,4678,2694,3
5523_3412,5523,3412,3
3445_968,3445,968,5
3819_1517,3819,1517,5
3156_780,3156,780,1
3566_969,3566,969,4
5654_223,5654,223,4
5070_3521,5070,3521,4
4016_928,4016,928,4
5581_3256,5581,3256,5
3705_2044,3705,2044,3
3497_2067,3497,2067,5
5625_1265,5625,1265,4
5032_3397,5032,3397,5
5539_314,5539,314,5
4269_2369,4269,2369,4
4145_2826,4145,2826,4
3304_2455,3304,2455,5
3741_480,3741,480,4
5858_920,5858,920,5
5987_3101,5987,3101,5
4562_3260,4562,3260,4
3824_47,3824,47,3
4344_541,4344,541,5
3271_3099,3271,3099,3
4720_3175,4720,3175,5
3401_3698,3401,3698,3
5747_2322,5747,2322,2
4532_897,4532,897,4
4312_1837,4312,1837,3
4682_2973,4682,2973,5
4710_3811,4710,3811,5
5015_2944,5015,2944,2
5750_3208,5750,3208,1
4640_457,4640,457,4
5312_2393,5312,2393,3
4447_2370,4447,2370,4
4156_3444,4156,3444,3
5614_1975,5614,1975,2
4410_1270,4410,1270,4
4277_2384,4277,2384,5
4767_912,4767,912,5
5465_2016,5465,2016,1
4824_194,4824,194,4
5801_480,5801,480,5
4185_2716,4185,2716,4
5098_3469,5098,3469,3
4510_1551,4510,1551,5
5938_1291,5938,1291,4
4114_1210,4114,1210,4
4169_2047,4169,2047,3
3998_1862,3998,1862,4
3055_2827,3055,2827,3
4985_1291,4985,1291,4
5179_2289,5179,2289,4
5959_34,5959,34,1
4543_440,4543,440,3
3013_1208,3013,1208,3
3855_1584,3855,1584,5
5356_1348,5356,1348,5
5978_923,5978,923,5
3905_3197,3905,3197,1
3521_912,3521,912,5
5490_724,5490,724,3
4327_2012,4327,2012,4
2847_1377,2847,1377,1
5504_2268,5504,2268,5
3869_410,3869,410,3
3590_1214,3590,1214,5
3712_798,3712,798,3
5950_1395,5950,1395,2
5634_76,5634,76,2
4089_2252,4089,2252,3
4482_595,4482,595,4
4660_3791,4660,3791,5
3391_2746,3391,2746,5
4408_3550,4408,3550,3
3315_357,3315,357,5
5251_2686,5251,2686,3
3208_1597,3208,1597,4
4026_1221,4026,1221,5
5317_543,5317,543,2
4808_3420,4808,3420,3
2804_1918,2804,1918,4
3569_158,3569,158,2
3902_3431,3902,3431,5
3853_1833,3853,1833,4
5689_3259,5689,3259,3
4013_2021,4013,2021,2
5785_2712,5785,2712,4
4377_1391,4377,1391,5
5664_3489,5664,3489,4
4899_1293,4899,1293,5
4666_1269,4666,1269,4
5977_3288,5977,3288,3
3507_1379,3507,1379,2
5418_1912,5418,1912,5
6001_1680,6001,1680,4
4401_3598,4401,3598,4
3823_1552,3823,1552,4
5074_1292,5074,1292,5
6001_2792,6001,2792,2
5277_3527,5277,3527,1
5663_2617,5663,2617,2
4510_2822,4510,2822,2
4345_1845,4345,1845,5
4480_1230,4480,1230,5
3561_2407,3561,2407,4
4508_282,4508,282,2
4957_2006,4957,2006,3
2907_2032,2907,2032,4
4972_546,4972,546,2
4596_1012,4596,1012,4
5686_494,5686,494,1
4470_2991,4470,2991,5
4662_2359,4662,2359,3
3142_3006,3142,3006,2
4606_2572,4606,2572,4
4345_3481,4345,3481,4
4213_3643,4213,3643,4
4333_1527,4333,1527,5
5762_971,5762,971,3
5614_2053,5614,2053,3
4227_3122,4227,3122,3
3778_1841,3778,1841,3
4732_858,4732,858,5
3638_2905,3638,2905,5
5703_1994,5703,1994,4
3704_532,3704,532,4
4508_291,4508,291,1
3430_2355,3430,2355,3
4948_2729,4948,2729,4
3260_3578,3260,3578,5
4798_2976,4798,2976,2
3129_2088,3129,2088,1
5812_2336,5812,2336,5
3673_223,3673,223,5
3674_1129,3674,1129,1
5367_1759,5367,1759,3
4053_1806,4053,1806,3
3824_2069,3824,2069,3
5268_316,5268,316,3
3441_2496,3441,2496,3
5889_1238,5889,1238,4
5614_1590,5614,1590,2
2934_2866,2934,2866,4
3059_1231,3059,1231,5
3092_29,3092,29,3
4379_541,4379,541,4
4504_2722,4504,2722,5
5412_2625,5412,2625,1
3981_3061,3981,3061,4
5568_2816,5568,2816,3
5367_3165,5367,3165,2
2825_1682,2825,1682,5
5837_3498,5837,3498,5
4918_1196,4918,1196,5
3327_800,3327,800,4
5332_1385,5332,1385,3
4280_3175,4280,3175,4
3456_1917,3456,1917,5
6035_1320,6035,1320,3
4215_2028,4215,2028,5
4056_1023,4056,1023,1
4995_1088,4995,1088,3
5519_153,5519,153,1
4230_1196,4230,1196,3
3702_1500,3702,1500,4
5229_3053,5229,3053,4
5534_2366,5534,2366,4
4826_2734,4826,2734,4
4729_1957,4729,1957,4
4715_101,4715,101,3
3582_836,3582,836,4
3816_2989,3816,2989,5
5815_1374,5815,1374,4
3261_1810,3261,1810,3
5216_2028,5216,2028,5
2855_3885,2855,3885,1
3565_1126,3565,1126,2
4446_1440,4446,1440,3
3829_1749,3829,1749,3
3022_1408,3022,1408,3
5333_1888,5333,1888,4
5473_380,5473,380,3
4792_956,4792,956,4
5613_745,5613,745,5
3009_316,3009,316,5
3337_1252,3337,1252,4
5788_3264,5788,3264,3
4626_786,4626,786,4
3697_1036,3697,1036,5
5955_344,5955,344,3
2931_1678,2931,1678,2
4995_223,4995,223,4
3190_527,3190,527,3
5433_1876,5433,1876,3
3296_780,3296,780,3
3311_3661,3311,3661,2
3029_356,3029,356,5
4522_3654,4522,3654,4
5621_541,5621,541,5
2813_1185,2813,1185,5
2857_1644,2857,1644,3
4837_2088,4837,2088,3
4626_527,4626,527,3
4779_1885,4779,1885,4
5676_3255,5676,3255,4
4227_944,4227,944,4
4416_3360,4416,3360,5
2792_1584,2792,1584,4
4041_3578,4041,3578,4
5995_24,5995,24,4
3201_2530,3201,2530,2
3272_1242,3272,1242,5
3643_2628,3643,2628,3
5689_1597,5689,1597,5
4682_3053,4682,3053,2
3762_1322,3762,1322,1
4497_1983,4497,1983,1
4973_296,4973,296,4
4150_2058,4150,2058,4
5460_1247,5460,1247,4
4071_2513,4071,2513,4
4448_2430,4448,2430,4
5978_2355,5978,2355,4
4285_2918,4285,2918,3
5406_2087,5406,2087,3
5551_1345,5551,1345,4
5287_543,5287,543,5
3834_2916,3834,2916,5
2909_3268,2909,3268,1
3841_2187,3841,2187,3
4865_1296,4865,1296,4
4508_2872,4508,2872,4
3373_198,3373,198,1
3242_3763,3242,3763,3
2793_3260,2793,3260,4
4647_1584,4647,1584,3
5061_1206,5061,1206,5
3967_46,3967,46,1
4312_173,4312,173,2
5511_368,5511,368,4
4179_1909,4179,1909,4
5787_3576,5787,3576,4
2983_2006,2983,2006,5
4408_1298,4408,1298,3
3365_2396,3365,2396,5
3389_1429,3389,1429,2
3013_1566,3013,1566,2
5000_524,5000,524,5
3048_589,3048,589,5
3525_3114,3525,3114,4
4371_1680,4371,1680,5
2895_2146,2895,2146,3
3916_1748,3916,1748,5
5699_16,5699,16,4
4360_2294,4360,2294,3
4567_317,4567,317,2
4406_3107,4406,3107,3
4293_1217,4293,1217,4
3550_2683,3550,2683,4
4808_3766,4808,3766,3
4077_1028,4077,1028,4
4502_1283,4502,1283,4
5767_3008,5767,3008,2
5548_724,5548,724,1
4438_2804,4438,2804,4
4344_1292,4344,1292,5
5655_1668,5655,1668,3
3992_434,3992,434,4
3896_1391,3896,1391,3
2868_1037,2868,1037,1
3095_1821,3095,1821,5
3841_277,3841,277,1
5448_1233,5448,1233,5
3716_2268,3716,2268,5
6036_431,6036,431,3
3589_87,3589,87,1
4675_2396,4675,2396,4
5015_1250,5015,1250,5
3620_1912,3620,1912,4
5278_692,5278,692,1
4728_2706,4728,2706,3
6037_928,6037,928,5
5738_504,5738,504,3
4535_2884,4535,2884,4
4150_1185,4150,1185,4
5684_2001,5684,2001,3
2857_1061,2857,1061,4
5788_2600,5788,2600,4
4363_3633,4363,3633,5
3808_2150,3808,2150,3
3180_1268,3180,1268,3
3233_509,3233,509,4
3594_2096,3594,2096,3
3834_1918,3834,1918,4
4779_921,4779,921,4
4313_1225,4313,1225,4
5795_25,5795,25,5
5888_2356,5888,2356,4
3072_1966,3072,1966,3
3257_1258,3257,1258,5
3589_1805,3589,1805,4
5324_2763,5324,2763,5
3914_2713,3914,2713,2
3585_58,3585,58,5
3903_2416,3903,2416,3
3393_589,3393,589,3
6001_1372,6001,1372,3
3735_1206,3735,1206,5
3422_3716,3422,3716,1
4007_2797,4007,2797,4
3557_3210,3557,3210,4
4887_2271,4887,2271,2
5043_3436,5043,3436,4
4898_2575,4898,2575,5
4310_345,4310,345,3
5501_451,5501,451,3
3994_1252,3994,1252,4
5261_1129,5261,1129,4
3367_3171,3367,3171,4
5490_2628,5490,2628,3
2981_318,2981,318,5
2941_2407,2941,2407,3
3308_1456,3308,1456,3
3391_3095,3391,3095,5
4351_3698,4351,3698,4
5457_367,5457,367,3
3265_3481,3265,3481,5
5686_2428,5686,2428,1
3517_3360,3517,3360,5
5054_150,5054,150,3
4808_1876,4808,1876,4
4064_317,4064,317,3
4303_2985,4303,2985,3
5386_2672,5386,2672,4
3464_2334,3464,2334,4
4271_903,4271,903,5
4107_1028,4107,1028,4
3689_663,3689,663,3
3823_318,3823,318,5
3054_1073,3054,1073,3
3205_3020,3205,3020,4
3697_3113,3697,3113,3
4819_200,4819,200,4
4115_2134,4115,2134,3
3589_2027,3589,2027,1
3509_2858,3509,2858,5
4449_3863,4449,3863,4
4227_1707,4227,1707,1
5689_1667,5689,1667,1
4051_1225,4051,1225,3
4596_2450,4596,2450,5
2895_1220,2895,1220,3
3202_597,3202,597,4
3423_1375,3423,1375,4
4343_2676,4343,2676,3
3999_441,3999,441,3
5082_900,5082,900,3
5382_10,5382,10,4
4638_62,4638,62,3
4279_162,4279,162,4
4999_909,4999,909,5
5811_2046,5811,2046,4
4352_3247,4352,3247,3
3272_259,3272,259,3
3140_2011,3140,2011,4
4708_1206,4708,1206,5
3246_3252,3246,3252,4
4286_1953,4286,1953,5
4786_2527,4786,2527,3
5000_3478,5000,3478,4
4906_2391,4906,2391,4
3313_1235,3313,1235,4
5975_34,5975,34,3
4354_2028,4354,2028,5
4483_3844,4483,3844,4
4329_800,4329,800,4
5788_2124,5788,2124,2
3675_2763,3675,2763,4
3568_527,3568,527,5
4007_1200,4007,1200,5
5771_141,5771,141,4
3772_2792,3772,2792,5
3120_2701,3120,2701,1
5686_1094,5686,1094,4
5712_2403,5712,2403,2
4343_2427,4343,2427,3
4406_2393,4406,2393,5
4006_3070,4006,3070,3
4140_413,4140,413,2
4250_3763,4250,3763,4
5880_2871,5880,2871,5
5543_1285,5543,1285,5
3538_253,3538,253,2
5096_2788,5096,2788,4
4471_593,4471,593,3
5671_547,5671,547,4
5112_2985,5112,2985,4
4404_1597,4404,1597,2
2941_2102,2941,2102,4
5662_2334,5662,2334,3
5006_942,5006,942,4
5225_1704,5225,1704,3
3196_2641,3196,2641,3
5658_2985,5658,2985,1
3233_2759,3233,2759,4
6006_2078,6006,2078,4
4277_1251,4277,1251,4
3718_2100,3718,2100,2
4506_3169,4506,3169,4
3592_3244,3592,3244,4
4577_2797,4577,2797,4
2873_3271,2873,3271,3
4551_3798,4551,3798,2
3086_1059,3086,1059,5
5121_1047,5121,1047,2
4510_2399,4510,2399,1
5067_2303,5067,2303,4
2929_1251,2929,1251,4
5433_1356,5433,1356,3
5075_1785,5075,1785,4
3931_736,3931,736,4
3001_164,3001,164,3
5084_2302,5084,2302,4
5927_3357,5927,3357,4
3816_1967,3816,1967,5
5148_1648,5148,1648,4
4114_2194,4114,2194,3
4562_2155,4562,2155,4
5106_1588,5106,1588,4
5504_296,5504,296,5
6036_2390,6036,2390,3
3067_1127,3067,1127,4
5838_1936,5838,1936,5
5537_3504,5537,3504,3
5580_2641,5580,2641,4
4495_1826,4495,1826,1
4998_297,4998,297,5
5504_1663,5504,1663,5
4356_1356,4356,1356,3
5811_2399,5811,2399,1
4448_3550,4448,3550,5
3005_3704,3005,3704,2
4139_280,4139,280,4
3618_3789,3618,3789,3
3491_3286,3491,3286,4
3320_3107,3320,3107,3
4387_3399,4387,3399,3
3618_3448,3618,3448,3
3209_3717,3209,3717,3
3026_1888,3026,1888,4
3754_3037,3754,3037,4
4049_3792,4049,3792,4
4388_1372,4388,1372,4
3192_1641,3192,1641,4
4302_1376,4302,1376,4
5847_275,5847,275,4
5158_3273,5158,3273,3
3426_3863,3426,3863,5
3518_3004,3518,3004,2
2994_2404,2994,2404,3
4404_3378,4404,3378,3
4335_2525,4335,2525,2
2959_1010,2959,1010,3
2802_2858,2802,2858,4
4329_1573,4329,1573,4
2969_1748,2969,1748,3
3044_2657,3044,2657,3
5234_3039,5234,3039,1
5736_2797,5736,2797,5
4024_1093,4024,1093,3
4807_1265,4807,1265,5
4997_419,4997,419,4
3512_1136,3512,1136,4
5371_50,5371,50,5
3018_2133,3018,2133,4
4980_1124,4980,1124,4
4345_973,4345,973,3
3884_709,3884,709,1
4416_32,4416,32,5
6036_514,6036,514,3
5046_198,5046,198,4
4215_2997,4215,2997,5
4298_1217,4298,1217,4
4965_2861,4965,2861,3
5605_2144,5605,2144,4
3311_2369,3311,2369,1
4007_3864,4007,3864,3
4521_2038,4521,2038,1
5751_1127,5751,1127,2
3681_3255,3681,3255,5
4543_2915,4543,2915,4
3823_1730,3823,1730,4
5015_1485,5015,1485,4
3625_3623,3625,3623,4
3410_3249,3410,3249,3
4964_1282,4964,1282,3
4956_2076,4956,2076,4
5165_1172,5165,1172,4
5468_29,5468,29,5
3530_3826,3530,3826,3
3416_2026,3416,2026,4
5717_3526,5717,3526,4
4448_3358,4448,3358,5
3715_3159,3715,3159,5
3491_1639,3491,1639,3
5728_1010,5728,1010,4
3304_2118,3304,2118,4
4535_2144,4535,2144,5
6036_269,6036,269,3
5344_1945,5344,1945,4
4212_3654,4212,3654,4
2896_3450,2896,3450,3
5620_376,5620,376,2
4344_220,4344,220,1
3372_3801,3372,3801,5
3013_480,3013,480,3
4523_316,4523,316,5
3717_1183,3717,1183,1
3603_3798,3603,3798,3
3307_260,3307,260,5
6002_1885,6002,1885,2
5158_244,5158,244,3
4459_3081,4459,3081,4
3266_3623,3266,3623,2
5347_3690,5347,3690,3
5948_902,5948,902,4
5005_1276,5005,1276,4
5788_93,5788,93,1
5747_3091,5747,3091,5
3509_1148,3509,1148,3
4680_3552,4680,3552,4
3475_1704,3475,1704,5
5567_1391,5567,1391,2
3726_1883,3726,1883,2
5365_1265,5365,1265,4
3778_832,3778,832,4
3942_1101,3942,1101,2
3029_720,3029,720,5
4390_1610,4390,1610,4
3729_3090,3729,3090,3
5726_1307,5726,1307,4
4535_1,4535,1,4
3202_1997,3202,1997,3
5534_2707,5534,2707,2
4819_1094,4819,1094,3
6037_3095,6037,3095,5
5352_589,5352,589,4
4752_1398,4752,1398,3
2946_293,2946,293,4
4096_1918,4096,1918,3
3228_380,3228,380,4
3618_2359,3618,2359,4
5547_852,5547,852,2
3418_2912,3418,2912,2
5831_172,5831,172,2
6002_1293,6002,1293,5
5621_914,5621,914,4
5103_1129,5103,1129,3
5167_480,5167,480,3
4309_733,4309,733,5
5188_2716,5188,2716,5
4021_104,4021,104,3
5333_1711,5333,1711,3
4557_851,4557,851,5
2833_2318,2833,2318,4
4036_2598,4036,2598,3
5100_3421,5100,3421,5
5725_2861,5725,2861,1
3618_1953,3618,1953,3
4725_1302,4725,1302,3
4514_1799,4514,1799,4
5784_2734,5784,2734,3
3292_1956,3292,1956,5
3032_1527,3032,1527,5
3934_1885,3934,1885,2
4620_1027,4620,1027,2
5699_1148,5699,1148,3
4732_2033,4732,2033,4
3169_1779,3169,1779,1
5952_2529,5952,2529,4
3816_104,3816,104,5
3717_969,3717,969,3
3993_2968,3993,2968,3
6006_3418,6006,3418,5
5679_2344,5679,2344,3
4732_3505,4732,3505,4
5368_924,5368,924,5
4831_1136,4831,1136,5
4658_1704,4658,1704,3
5344_3068,5344,3068,4
5788_1801,5788,1801,1
5681_3157,5681,3157,4
5574_2121,5574,2121,4
5680_3643,5680,3643,3
4879_904,4879,904,5
4729_1569,4729,1569,3
3327_175,3327,175,4
5884_1196,5884,1196,4
3618_1488,3618,1488,3
4237_3082,4237,3082,5
3851_407,3851,407,2
5763_3500,5763,3500,3
4401_2649,4401,2649,3
4258_3597,4258,3597,4
4995_1680,4995,1680,5
4932_2174,4932,2174,5
5888_2863,5888,2863,2
5163_260,5163,260,5
4386_2852,4386,2852,3
5863_1617,5863,1617,4
5501_951,5501,951,5
3331_2688,3331,2688,1
5294_2396,5294,2396,4
3163_1032,3163,1032,4
3118_3551,3118,3551,4
3876_3717,3876,3717,3
4026_2947,4026,2947,5
3476_1307,3476,1307,3
4647_3783,4647,3783,5
5853_1617,5853,1617,5
3999_2759,3999,2759,2
3988_1222,3988,1222,5
5367_3178,5367,3178,4
5615_593,5615,593,4
4939_2671,4939,2671,4
4169_934,4169,934,5
4585_1127,4585,1127,5
3860_3196,3860,3196,4
4227_3165,4227,3165,4
4736_2028,4736,2028,4
4353_368,4353,368,1
5950_3255,5950,3255,1
4444_2716,4444,2716,3
5289_3094,5289,3094,5
5387_353,5387,353,2
4253_1944,4253,1944,4
4164_589,4164,589,1
4448_432,4448,432,4
4452_3250,4452,3250,3
4009_968,4009,968,5
3670_3754,3670,3754,3
4115_1073,4115,1073,5
5287_3510,5287,3510,4
3453_3725,3453,3725,1
4524_608,4524,608,2
3834_852,3834,852,4
3717_1203,3717,1203,5
4089_1584,4089,1584,4
3067_762,3067,762,3
3603_1952,3603,1952,3
3808_246,3808,246,4
4705_954,4705,954,5
4381_2841,4381,2841,2
3402_2075,3402,2075,3
4726_2252,4726,2252,4
4048_163,4048,163,4
5098_1350,5098,1350,4
4337_541,4337,541,5
3088_293,3088,293,4
5493_344,5493,344,2
5576_3033,5576,3033,2
4584_2925,4584,2925,4
5627_206,5627,206,3
3892_2759,3892,2759,4
4227_3028,4227,3028,4
4344_1704,4344,1704,4
5074_2058,5074,2058,2
3673_2529,3673,2529,5
4728_2606,4728,2606,3
4279_2118,4279,2118,3
5026_3386,5026,3386,2
3626_1190,3626,1190,3
3945_1909,3945,1909,1
5363_474,5363,474,4
2860_2901,2860,2901,2
3329_2987,3329,2987,3
5556_2021,5556,2021,3
5812_1466,5812,1466,4
4218_1380,4218,1380,5
4217_2002,4217,2002,4
5738_1917,5738,1917,1
2870_3831,2870,3831,3
3314_1252,3314,1252,4
4344_924,4344,924,3
5512_1616,5512,1616,3
4754_2716,4754,2716,5
3189_34,3189,34,4
3848_1380,3848,1380,4
3403_954,3403,954,4
3993_1485,3993,1485,3
3705_2025,3705,2025,3
5312_2406,5312,2406,3
2996_19,2996,19,4
5762_594,5762,594,4
3463_1090,3463,1090,5
4753_412,4753,412,4
5161_1702,5161,1702,1
3317_260,3317,260,5
5188_2384,5188,2384,2
5364_2476,5364,2476,4
3193_1391,3193,1391,4
5059_2699,5059,2699,4
4578_2505,4578,2505,3
3970_2858,3970,2858,3
4961_1079,4961,1079,4
3674_474,3674,474,4
5426_257,5426,257,4
2999_421,2999,421,3
5767_1297,5767,1297,3
3431_1374,3431,1374,4
4289_2134,4289,2134,4
6007_1586,6007,1586,3
5369_1198,5369,1198,5
5403_2710,5403,2710,4
4501_2948,4501,2948,4
3464_3848,3464,3848,4
4346_1252,4346,1252,5
5387_3349,5387,3349,4
4344_1968,4344,1968,3
5603_1178,5603,1178,1
5154_2959,5154,2959,4
5051_3186,5051,3186,4
3227_2336,3227,2336,4
3512_648,3512,648,4
3377_1909,3377,1909,4
3884_1614,3884,1614,1
2848_2100,2848,2100,4
5015_3104,5015,3104,5
4957_1268,4957,1268,3
4841_3683,4841,3683,4
3336_2701,3336,2701,2
4568_276,4568,276,3
2887_736,2887,736,4
5100_1834,5100,1834,5
3673_1179,3673,1179,3
5636_1079,5636,1079,4
5458_2282,5458,2282,5
3797_1396,3797,1396,5
3721_858,3721,858,4
5055_3284,5055,3284,4
3182_352,3182,352,3
4708_2770,4708,2770,4
3635_892,3635,892,5
5543_3267,5543,3267,5
4404_2028,4404,2028,5
3618_3791,3618,3791,3
3760_952,3760,952,4
3380_1263,3380,1263,3
4359_2987,4359,2987,4
3528_2655,3528,2655,2
4123_1645,4123,1645,3
5039_1565,5039,1565,1
3365_153,3365,153,3
5021_2944,5021,2944,4
4808_3206,4808,3206,3
3808_132,3808,132,3
5806_1084,5806,1084,5
4897_1263,4897,1263,4
3032_2794,3032,2794,5
3352_2644,3352,2644,3
4500_3081,4500,3081,3
5276_595,5276,595,3
2802_2473,2802,2473,2
4979_2976,4979,2976,4
3539_2128,3539,2128,4
4064_3069,4064,3069,3
5113_346,5113,346,2
5954_1246,5954,1246,5
3970_1603,3970,1603,1
2793_3194,2793,3194,2
3018_2108,3018,2108,4
3056_95,3056,95,3
4510_1935,4510,1935,4
3332_2580,3332,2580,5
5163_2657,5163,2657,4
4661_965,4661,965,4
4725_2991,4725,2991,3
4521_2959,4521,2959,4
5989_3466,5989,3466,4
4819_314,4819,314,3
3018_2022,3018,2022,3
5837_2948,5837,2948,4
3034_2396,3034,2396,5
4964_590,4964,590,3
4222_1221,4222,1221,4
5575_1569,5575,1569,4
3796_951,3796,951,5
4350_737,4350,737,3
5550_1333,5550,1333,4
3576_2394,3576,2394,3
5048_1084,5048,1084,5
